name	mz	rt	molecular_formula	molecular_name	chebi_id	exact_mass	ion_type	charge	monoisotopic_mass	model_id	chemspider	cas_registry_number	hmdb	kegg	lipidmaps	metacyc	inchi	ppm_error
M120T149	120.080977757821	148.694389343262																
M120T174	120.10210487347	173.812690734863	C5H10O2	valeric acid	17418	120.1	[M+NH4]+	0.0	102.06808	MAM03134c	No match	109-52-4	HMDB0000892	C00803	LMFA01010005	No match	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)	2.29
M120T177	120.090257435941	176.890144348145																
M120T375	120.065740679484	375.096389770508	C4H6O3	2-methyl-3-oxopropanoic acid	16256	120.07	[M+NH4]+	0.0	102.03169	MAM00661c	No match	No match	No match	C00349	No match	No match	InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)	2.5
M120T375	120.065740679484	375.096389770508	C4H6O3	succinic semialdehyde	16265	120.07	[M+NH4]+	0.0	102.03169	MAM02942c	No match	692-29-5	No match	C00232	No match	No match	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	2.5
M120T375	120.065740679484	375.096389770508	C4H6O3	2-oxobutanoic acid	30831	120.07	[M+NH4]+	0.0	102.03169	MAM00671c	No match	600-18-0	HMDB0000005	C00109	LMFA01060002	2-OXOBUTANOATE	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)	2.5
M120T375	120.065740679484	375.096389770508	C4H6O3	acetoacetic acid	15344	120.07	[M+NH4]+	0.0	102.03169	MAM01253c	No match	541-50-4	HMDB0000060	C00164	LMFA01060003	3-KETOBUTYRATE	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)	2.5
M120T375	120.065740679484	375.096389770508	C4H9NO3	L-threonine	16857	120.07	[M+H]+	0.0	119.05824	MAM02993c	No match	72-19-5	HMDB0000167	C00188	No match	No match	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	2.09
M120T375	120.065740679484	375.096389770508	C4H9NO3	L-homoserine	15699	120.07	[M+H]+	0.0	119.05824	MAM02136c	No match	672-15-1	HMDB0000719	C00263	No match	HOMO-SER	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	2.09
M120T411	120.06571118813	410.785064697266	C4H6O3	2-methyl-3-oxopropanoic acid	16256	120.07	[M+NH4]+	0.0	102.03169	MAM00661c	No match	No match	No match	C00349	No match	No match	InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)	2.26
M120T411	120.06571118813	410.785064697266	C4H6O3	succinic semialdehyde	16265	120.07	[M+NH4]+	0.0	102.03169	MAM02942c	No match	692-29-5	No match	C00232	No match	No match	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	2.26
M120T411	120.06571118813	410.785064697266	C4H6O3	2-oxobutanoic acid	30831	120.07	[M+NH4]+	0.0	102.03169	MAM00671c	No match	600-18-0	HMDB0000005	C00109	LMFA01060002	2-OXOBUTANOATE	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)	2.26
M120T411	120.06571118813	410.785064697266	C4H6O3	acetoacetic acid	15344	120.07	[M+NH4]+	0.0	102.03169	MAM01253c	No match	541-50-4	HMDB0000060	C00164	LMFA01060003	3-KETOBUTYRATE	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)	2.26
M120T411	120.06571118813	410.785064697266	C4H9NO3	L-threonine	16857	120.07	[M+H]+	0.0	119.05824	MAM02993c	No match	72-19-5	HMDB0000167	C00188	No match	No match	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	1.84
M120T411	120.06571118813	410.785064697266	C4H9NO3	L-homoserine	15699	120.07	[M+H]+	0.0	119.05824	MAM02136c	No match	672-15-1	HMDB0000719	C00263	No match	HOMO-SER	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	1.84
M120T91	120.065658050492	90.9397430419922	C4H6O3	2-methyl-3-oxopropanoic acid	16256	120.07	[M+NH4]+	0.0	102.03169	MAM00661c	No match	No match	No match	C00349	No match	No match	InChI=1S/C4H6O3/c1-3(2-5)4(6)7/h2-3H,1H3,(H,6,7)	1.82
M120T91	120.065658050492	90.9397430419922	C4H6O3	succinic semialdehyde	16265	120.07	[M+NH4]+	0.0	102.03169	MAM02942c	No match	692-29-5	No match	C00232	No match	No match	InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)	1.82
M120T91	120.065658050492	90.9397430419922	C4H6O3	2-oxobutanoic acid	30831	120.07	[M+NH4]+	0.0	102.03169	MAM00671c	No match	600-18-0	HMDB0000005	C00109	LMFA01060002	2-OXOBUTANOATE	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)	1.82
M120T91	120.065658050492	90.9397430419922	C4H6O3	acetoacetic acid	15344	120.07	[M+NH4]+	0.0	102.03169	MAM01253c	No match	541-50-4	HMDB0000060	C00164	LMFA01060003	3-KETOBUTYRATE	InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)	1.82
M120T91	120.065658050492	90.9397430419922	C4H9NO3	L-threonine	16857	120.07	[M+H]+	0.0	119.05824	MAM02993c	No match	72-19-5	HMDB0000167	C00188	No match	No match	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	1.4
M120T91	120.065658050492	90.9397430419922	C4H9NO3	L-homoserine	15699	120.07	[M+H]+	0.0	119.05824	MAM02136c	No match	672-15-1	HMDB0000719	C00263	No match	HOMO-SER	InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1	1.4
M121T14	121.076100935629	13.8505973815918																
M121T149	121.084290072755	148.697280883789																
M121T224	121.081252036337	223.540863037109																
M122T119	122.081110921877	118.549839019775	C4H8O3	(R)-3-hydroxybutyric acid	17066	122.08	[M+NH4]+	0.0	104.04734	MAM00157c	No match	625-72-9	HMDB0000011	C01089	LMFA01050243	CPD-335	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m1/s1	0.17
M122T119	122.081110921877	118.549839019775	C4H8O3	(S)-3-hydroxybutyric acid	17290	122.08	[M+NH4]+	0.0	104.04734	MAM20011m	No match	6168-83-8	HMDB0000758	C03197	No match	CPD-1843	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1	0.17
M122T119	122.081110921877	118.549839019775	C4H8O3	3-hydroxybutyric acid	20067	122.08	[M+NH4]+	0.0	104.04734	MAM00075c	No match	300-85-6	HMDB0000357	No match	LMFA01050005	No match	InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)	0.17
M122T119	122.081110921877	118.549839019775	C4H8O3	4-hydroxybutyric acid	30830	122.08	[M+NH4]+	0.0	104.04734	MAM03277c	No match	591-81-1	No match	C00989	LMFA01050006	No match	InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)	0.17
M122T119	122.081110921877	118.549839019775	C4H8O3	(S)-3-hydroxyisobutyric acid	37373	122.08	[M+NH4]+	0.0	104.04734	MAM00784c	No match	No match	No match	C06001	No match	No match	InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1	0.17
M122T119	122.081110921877	118.549839019775	C4H8O3	2-hydroxybutyric acid	1148	122.08	[M+NH4]+	0.0	104.04734	MAM00648c	No match	600-15-7	HMDB0000008	C05984	LMFA01050004	No match	InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)	0.17
M122T14	122.071344409081	13.8451924324036																
M122T222	122.070613582099	222.098564147949																
M122T223_1	122.04898147396	223.065727233887																
M122T223_2	122.084460296553	223.464477539062																
M122T223_3	122.119712365519	223.213661193848																
M123T14_1	123.074719035011	13.8571863174438																
M123T14_2	123.091719209809	13.8516149520874																
M123T196	122.924649396089	196.351318359375																
M123T214	123.09671408841	214.311645507812																
M123T222	123.044136607102	222.153106689453	C7H6O2	benzoic acid	30746	123.04	[M+H]+	0.0	122.03678	MAM01380c	No match	65-85-0	HMDB0001870	C00180	No match	BENZOATE	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	0.87
M123T222	123.044136607102	222.153106689453	C5H10N+	1-methylpyrrolinium	27435	123.04	[M+39K]+	1.0	84.08078	MAM00537c	No match	16032-02-3	No match	C06178	No match	No match	InChI=1S/C5H10N/c1-6-4-2-3-5-6/h4H,2-3,5H2,1H3/q+1	-2.79
M124T14_1	124.086960922896	13.8495798110962	C10H26N4	spermine	15746	124.09	[M+Na+Na]2+	0.0	202.21575	MAM02926c	No match	71-44-3	HMDB0001256	C00750	No match	SPERMINE	InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2	2.3
M124T14_2	124.112114135299	13.8948836326599																
M124T217	124.100187544841	217.30924987793																
M124T64	123.94079550736	63.5194969177246																
M125T14_1	124.922726169956	13.9631276130676																
M125T14_2	125.0710138708	13.8516149520874	C6H8N2O	1-methylimidazole-4-acetaldehyde	28104	125.07	[M+H]+	0.0	124.06366	MAM02476c	No match	19639-03-3	No match	C05827	No match	No match	InChI=1S/C6H8N2O/c1-8-4-6(2-3-9)7-5-8/h3-5H,2H2,1H3	0.83
M125T14_3	125.090329371149	13.7993907928467																
M125T14_4	125.107304850577	13.7683138847351																
M125T196	124.922668982807	196.420852661133																
M125T376	125.076102100113	375.653945922852																
M125T417	125.076000366701	417.476715087891																
M125T45	124.999958250013	45.3343505859375																
M125T57	124.922701662861	56.7013359069824																
M125T60	124.999938597693	60.2013187408447																
M125T91	125.163613899928	91.3708839416504																
M126T14_1	126.066193183585	13.8505973815918																
M126T14_2	126.102551854312	13.7239918708801	C6H11N3	N(tele)-methylhistamine	29009	126.1	[M+H]+	0.0	125.0953	MAM02601c	No match	501-75-7	HMDB0001861	C05127	No match	N-METHYL-HISTAMINE	InChI=1S/C6H11N3/c1-9-4-6(2-3-7)8-5-9/h4-5H,2-3,7H2,1H3	0.01
M126T228	126.022007748956	227.755065917969	C2H7NO3S	taurine	15891	126.02	[M+H]+	0.0	125.01466	MAM02961c	No match	107-35-7	HMDB0000251	C00245	No match	TAURINE	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	0.78
M126T60	126.091447181056	60.4526062011719	C7H8O	p-cresol	17847	126.09	[M+NH4]+	0.0	108.05751	MAM03836c	No match	106-44-5	HMDB0001858	C01468	No match	CPD-108	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	1.48
M126T61	126.00319348759	60.7469024658203																
M126T764	125.986381101387	764.148895263672																
M127T14_1	127.086600059186	13.8516149520874																
M127T14_2	127.105834622204	13.5794172286987																
M127T14_3	127.122914790086	13.7552590370178																
M127T222	127.076029679936	221.885870499512																
M128T149	128.101423051346	148.835601806641																
M128T14_1	128.081859565142	13.8516149520874	C5H6N2O	imidazole-4-acetaldehyde	27398	128.08	[M+NH4]+	0.0	110.04801	MAM02165c	No match	645-14-7	No match	C05130	No match	No match	InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)	0.78
M128T14_2	128.10710499764	13.7264490127563																
M128T14_3	128.143307472751	13.88205909729																
M129T14	129.102207978229	13.8408050537109																
M129T149	129.104754857031	148.869407653809																
M129T38	129.018041253832	37.982593536377																
